EM,EN,unicode,label,strategy,image
🌡️🗣️🗣️,warm room,U+1F321 U+FE0F U+1F5E3 U+FE0F U+1F5E3 U+FE0F,0,6,./generated_img_dataset/train_google/1916.png
🗣️🔥🗣️,warm room,U+1F5E3 U+FE0F U+1F525 U+1F5E3 U+FE0F,0,6,./generated_img_dataset/train_google/1917.png
🌡️🫂,warm room,U+1F321 U+FE0F U+1FAC2,0,6,./generated_img_dataset/train_google/1918.png
🥵👋,warm room,U+1F975 U+1F44B,0,6,./generated_img_dataset/train_google/1919.png
🧥,warm room,U+1F9E5,0,6,./generated_img_dataset/train_google/1920.png
🥰,warm room,U+1F970,0,6,./generated_img_dataset/train_google/1921.png
🥵🥼,warm room,U+1F975 U+1F97C,0,6,./generated_img_dataset/train_google/1922.png
🗣️🔥🗣️,warm room,U+1F5E3 U+FE0F U+1F525 U+1F5E3 U+FE0F,0,6,./generated_img_dataset/train_google/1923.png
🥵🌡️🏚️,warm body,U+1F975 U+1F321 U+FE0F U+1F3DA U+FE0F,0,6,./generated_img_dataset/train_google/1924.png
🥵👋,warm body,U+1F975 U+1F44B,0,6,./generated_img_dataset/train_google/1925.png
🌤️,warm body,U+1F324 U+FE0F,0,6,./generated_img_dataset/train_google/1926.png
🌤️,warm body,U+1F324 U+FE0F,0,6,./generated_img_dataset/train_google/1927.png
🥰,warm body,U+1F970,0,6,./generated_img_dataset/train_google/1928.png
🧥,warm body,U+1F9E5,0,6,./generated_img_dataset/train_google/1929.png
👪🥰,warm body,U+1F46A U+1F970,0,6,./generated_img_dataset/train_google/1930.png
♨️🙂👤,warm body,U+2668 U+FE0F U+1F642 U+1F464,0,6,./generated_img_dataset/train_google/1931.png
🌡️🚺🚹,warm climate,U+1F321 U+FE0F U+1F6BA U+1F6B9,0,6,./generated_img_dataset/train_google/1932.png
👊🧑‍🤝‍🧑,warm climate,U+1F44A U+1F9D1 U+200D U+1F91D U+200D U+1F9D1,0,6,./generated_img_dataset/train_google/1933.png
👄🤯,warm climate,U+1F444 U+1F92F,0,6,./generated_img_dataset/train_google/1934.png
👄🤯,warm climate,U+1F444 U+1F92F,0,6,./generated_img_dataset/train_google/1935.png
🧥,warm climate,U+1F9E5,0,6,./generated_img_dataset/train_google/1936.png
🧥,warm climate,U+1F9E5,0,6,./generated_img_dataset/train_google/1937.png
🌡️🫂,warm climate,U+1F321 U+FE0F U+1FAC2,0,6,./generated_img_dataset/train_google/1938.png
😁🥳,warm climate,U+1F601 U+1F973,0,6,./generated_img_dataset/train_google/1939.png
🥵🌡️🏚️,warm coat,U+1F975 U+1F321 U+FE0F U+1F3DA U+FE0F,0,6,./generated_img_dataset/train_google/1940.png
🥵🏡,warm coat,U+1F975 U+1F3E1,0,6,./generated_img_dataset/train_google/1941.png
🥵🏡,warm coat,U+1F975 U+1F3E1,0,6,./generated_img_dataset/train_google/1942.png
🌡️🧍‍♂️,warm coat,U+1F321 U+FE0F U+1F9CD U+200D U+2642 U+FE0F,0,6,./generated_img_dataset/train_google/1943.png
♨️⚖️,warm coat,U+2668 U+FE0F U+2696 U+FE0F,0,6,./generated_img_dataset/train_google/1944.png
🥵,warm coat,U+1F975,0,6,./generated_img_dataset/train_google/1945.png
🥵,warm coat,U+1F975,0,6,./generated_img_dataset/train_google/1946.png
🧠🗣️💥,warm coat,U+1F9E0 U+1F5E3 U+FE0F U+1F4A5,0,6,./generated_img_dataset/train_google/1947.png
👍🧥❌🥶,warm personality,U+1F44D U+1F9E5 U+274C U+1F976,0,6,./generated_img_dataset/train_google/1948.png
🌡️🥼,warm personality,U+1F321 U+FE0F U+1F97C,0,6,./generated_img_dataset/train_google/1949.png
🧠🗣️💥,warm personality,U+1F9E0 U+1F5E3 U+FE0F U+1F4A5,0,6,./generated_img_dataset/train_google/1950.png
💥🧠,warm personality,U+1F4A5 U+1F9E0,0,6,./generated_img_dataset/train_google/1951.png
🌡️🗣️🗣️,warm personality,U+1F321 U+FE0F U+1F5E3 U+FE0F U+1F5E3 U+FE0F,0,6,./generated_img_dataset/train_google/1952.png
🌤️,warm personality,U+1F324 U+FE0F,0,6,./generated_img_dataset/train_google/1953.png
🤒🥵🔥☀️,warm personality,U+1F912 U+1F975 U+1F525 U+2600 U+FE0F,0,6,./generated_img_dataset/train_google/1954.png
🤒,warm personality,U+1F912,0,6,./generated_img_dataset/train_google/1955.png
🌬️🍃👍,clear complexion,U+1F32C U+FE0F U+1F343 U+1F44D,0,6,./generated_img_dataset/train_google/1956.png
🥃✨,clear complexion,U+1F943 U+2728,0,6,./generated_img_dataset/train_google/1957.png
💧⚪,clear complexion,U+1F4A7 U+26AA,0,6,./generated_img_dataset/train_google/1958.png
👍🏻🌬️,clear complexion,U+1F44D U+1F3FB U+1F32C U+FE0F,0,6,./generated_img_dataset/train_google/1959.png
🔎🥛,clear complexion,U+1F50E U+1F95B,0,6,./generated_img_dataset/train_google/1960.png
🔪❓🔬💡✔️,clear complexion,U+1F52A U+2753 U+1F52C U+1F4A1 U+2714 U+FE0F,0,6,./generated_img_dataset/train_google/1961.png
👀🗣️,clear complexion,U+1F440 U+1F5E3 U+FE0F,0,6,./generated_img_dataset/train_google/1962.png
🔎💼,clear indication,U+1F50E U+1F4BC,0,6,./generated_img_dataset/train_google/1963.png
📑👍🏻,clear indication,U+1F4D1 U+1F44D U+1F3FB,0,6,./generated_img_dataset/train_google/1964.png
💧💧✨,clear indication,U+1F4A7 U+1F4A7 U+2728,0,6,./generated_img_dataset/train_google/1965.png
✔️💡,clear indication,U+2714 U+FE0F U+1F4A1,0,6,./generated_img_dataset/train_google/1966.png
👓🔍✨✨,clear indication,U+1F453 U+1F50D U+2728 U+2728,0,6,./generated_img_dataset/train_google/1967.png
💬😲🆗,clear indication,U+1F4AC U+1F632 U+1F197,0,6,./generated_img_dataset/train_google/1968.png
👍💦💧,clear indication,U+1F44D U+1F4A6 U+1F4A7,0,6,./generated_img_dataset/train_google/1969.png
📂,clear air,U+1F4C2,0,6,./generated_img_dataset/train_google/1970.png
📶😮✨👍,clear air,U+1F4F6 U+1F62E U+2728 U+1F44D,0,6,./generated_img_dataset/train_google/1971.png
👩‍🏫💯🗣️,clear air,U+1F469 U+200D U+1F3EB U+1F4AF U+1F5E3 U+FE0F,0,6,./generated_img_dataset/train_google/1972.png
🤔💭💡✅,clear air,U+1F914 U+1F4AD U+1F4A1 U+2705,0,6,./generated_img_dataset/train_google/1973.png
👓🔍✨✨,clear air,U+1F453 U+1F50D U+2728 U+2728,0,6,./generated_img_dataset/train_google/1974.png
📶😮✨👍,clear air,U+1F4F6 U+1F62E U+2728 U+1F44D,0,6,./generated_img_dataset/train_google/1975.png
🕵️✂️📜,clear air,U+1F575 U+FE0F U+2702 U+FE0F U+1F4DC,0,6,./generated_img_dataset/train_google/1976.png
🔎🗣️,clear case,U+1F50E U+1F5E3 U+FE0F,0,6,./generated_img_dataset/train_google/1977.png
👍💦💧,clear case,U+1F44D U+1F4A6 U+1F4A7,0,6,./generated_img_dataset/train_google/1978.png
😌✨✨,clear case,U+1F60C U+2728 U+2728,0,6,./generated_img_dataset/train_google/1979.png
✔️✍️,clear case,U+2714 U+FE0F U+270D U+FE0F,0,6,./generated_img_dataset/train_google/1980.png
🌬️🍃👍,clear case,U+1F32C U+FE0F U+1F343 U+1F44D,0,6,./generated_img_dataset/train_google/1981.png
👨🚰🥗🪞✨,clear case,U+1F468 U+1F6B0 U+1F957 U+1FA9E U+2728,0,6,./generated_img_dataset/train_google/1982.png
🌬️,clear case,U+1F32C U+FE0F,0,6,./generated_img_dataset/train_google/1983.png
✔️💼,clear idea,U+2714 U+FE0F U+1F4BC,0,6,./generated_img_dataset/train_google/1984.png
👍💦💧,clear idea,U+1F44D U+1F4A6 U+1F4A7,0,6,./generated_img_dataset/train_google/1985.png
😲😲🆗,clear idea,U+1F632 U+1F632 U+1F197,0,6,./generated_img_dataset/train_google/1986.png
✔️💧,clear idea,U+2714 U+FE0F U+1F4A7,0,6,./generated_img_dataset/train_google/1987.png
🌬️🍃👍,clear idea,U+1F32C U+FE0F U+1F343 U+1F44D,0,6,./generated_img_dataset/train_google/1988.png
💨✨❌🦠,clear idea,U+1F4A8 U+2728 U+274C U+1F9A0,0,6,./generated_img_dataset/train_google/1989.png
👍💦💧,clear idea,U+1F44D U+1F4A6 U+1F4A7,0,6,./generated_img_dataset/train_google/1990.png
🪟💼,clear explanation,U+1FA9F U+1F4BC,0,6,./generated_img_dataset/train_google/1991.png
👓🔍✨✨,clear explanation,U+1F453 U+1F50D U+2728 U+2728,0,6,./generated_img_dataset/train_google/1992.png
👍💦💧,clear explanation,U+1F44D U+1F4A6 U+1F4A7,0,6,./generated_img_dataset/train_google/1993.png
💧💧🔬✨❌🦠,clear explanation,U+1F4A7 U+1F4A7 U+1F52C U+2728 U+274C U+1F9A0,0,6,./generated_img_dataset/train_google/1994.png
💧💧✨,clear explanation,U+1F4A7 U+1F4A7 U+2728,0,6,./generated_img_dataset/train_google/1995.png
🗣️👍🏻,clear explanation,U+1F5E3 U+FE0F U+1F44D U+1F3FB,0,6,./generated_img_dataset/train_google/1996.png
🌬️🍃👍,clear explanation,U+1F32C U+FE0F U+1F343 U+1F44D,0,6,./generated_img_dataset/train_google/1997.png
👍🏻🌬️,clear glass,U+1F44D U+1F3FB U+1F32C U+FE0F,0,6,./generated_img_dataset/train_google/1998.png
💬😲🆗,clear glass,U+1F4AC U+1F632 U+1F197,0,6,./generated_img_dataset/train_google/1999.png
👀🗣️,clear glass,U+1F440 U+1F5E3 U+FE0F,0,6,./generated_img_dataset/train_google/2000.png
✔️✍️,clear glass,U+2714 U+FE0F U+270D U+FE0F,0,6,./generated_img_dataset/train_google/2001.png
💬😲🆗,clear glass,U+1F4AC U+1F632 U+1F197,0,6,./generated_img_dataset/train_google/2002.png
💬✔️❌❓,clear glass,U+1F4AC U+2714 U+FE0F U+274C U+2753,0,6,./generated_img_dataset/train_google/2003.png
📜🔎,clear glass,U+1F4DC U+1F50E,0,6,./generated_img_dataset/train_google/2004.png
✔️🗣️,clear water,U+2714 U+FE0F U+1F5E3 U+FE0F,0,6,./generated_img_dataset/train_google/2005.png
💬😲🆗,clear water,U+1F4AC U+1F632 U+1F197,0,6,./generated_img_dataset/train_google/2006.png
🧠😲🆗,clear water,U+1F9E0 U+1F632 U+1F197,0,6,./generated_img_dataset/train_google/2007.png
🕵️✂️📜,clear water,U+1F575 U+FE0F U+2702 U+FE0F U+1F4DC,0,6,./generated_img_dataset/train_google/2008.png
💬😲🆗,clear water,U+1F4AC U+1F632 U+1F197,0,6,./generated_img_dataset/train_google/2009.png
🕵️✂️📜,clear water,U+1F575 U+FE0F U+2702 U+FE0F U+1F4DC,0,6,./generated_img_dataset/train_google/2010.png
😲😲🆗,clear water,U+1F632 U+1F632 U+1F197,0,6,./generated_img_dataset/train_google/2011.png
🔮👓,clear-cut evidence,U+1F52E U+1F453,0,6,./generated_img_dataset/train_google/2012.png
👍💦💧,clear-cut evidence,U+1F44D U+1F4A6 U+1F4A7,0,6,./generated_img_dataset/train_google/2013.png
🍃❌🚬🧹,clear-cut evidence,U+1F343 U+274C U+1F6AC U+1F9F9,0,6,./generated_img_dataset/train_google/2014.png
🤔❔👨‍🏫🗣️💡✅😀,clear-cut evidence,U+1F914 U+2754 U+1F468 U+200D U+1F3EB U+1F5E3 U+FE0F U+1F4A1 U+2705 U+1F600,0,6,./generated_img_dataset/train_google/2015.png
👓🔍✨✨,clear-cut evidence,U+1F453 U+1F50D U+2728 U+2728,0,6,./generated_img_dataset/train_google/2016.png
💧💧🔬✨❌🦠,clear-cut evidence,U+1F4A7 U+1F4A7 U+1F52C U+2728 U+274C U+1F9A0,0,6,./generated_img_dataset/train_google/2017.png
👍🏻🌬️,clear-cut evidence,U+1F44D U+1F3FB U+1F32C U+FE0F,0,6,./generated_img_dataset/train_google/2018.png
⁉️⁉️❓❔🤷‍♀️🤷🤷‍♂️,unclear action,U+2049 U+FE0F U+2049 U+FE0F U+2753 U+2754 U+1F937 U+200D U+2640 U+FE0F U+1F937 U+1F937 U+200D U+2642 U+FE0F,0,6,./generated_img_dataset/train_google/2019.png
🗣️❓⁉️🤔🤷,unclear action,U+1F5E3 U+FE0F U+2753 U+2049 U+FE0F U+1F914 U+1F937,0,6,./generated_img_dataset/train_google/2020.png
😵‍💫🤔,unclear action,U+1F635 U+200D U+1F4AB U+1F914,0,6,./generated_img_dataset/train_google/2021.png
😵‍💫🤨❓,unclear action,U+1F635 U+200D U+1F4AB U+1F928 U+2753,0,6,./generated_img_dataset/train_google/2022.png
🤷‍♀️🗣️,unclear action,U+1F937 U+200D U+2640 U+FE0F U+1F5E3 U+FE0F,0,6,./generated_img_dataset/train_google/2023.png
🤷‍♀️🗣️,unclear action,U+1F937 U+200D U+2640 U+FE0F U+1F5E3 U+FE0F,0,6,./generated_img_dataset/train_google/2024.png
🧐❓,unclear action,U+1F9D0 U+2753,0,6,./generated_img_dataset/train_google/2025.png
⏬🧐🤓,deep trance,U+23EC U+1F9D0 U+1F913,0,6,./generated_img_dataset/train_google/2026.png
🕳️😮‍💨,deep trance,U+1F573 U+FE0F U+1F62E U+200D U+1F4A8,0,6,./generated_img_dataset/train_google/2027.png
😮‍💨,deep trance,U+1F62E U+200D U+1F4A8,0,6,./generated_img_dataset/train_google/2028.png
🕳️🛌,deep trance,U+1F573 U+FE0F U+1F6CC,0,6,./generated_img_dataset/train_google/2029.png
🤬🤯😭😔,deep trance,U+1F92C U+1F92F U+1F62D U+1F614,0,6,./generated_img_dataset/train_google/2030.png
🗣️🧏‍♂️,deep trance,U+1F5E3 U+FE0F U+1F9CF U+200D U+2642 U+FE0F,0,6,./generated_img_dataset/train_google/2031.png
🤕✂️,deep trance,U+1F915 U+2702 U+FE0F,0,6,./generated_img_dataset/train_google/2032.png
🔪🔪🔪,deep trance,U+1F52A U+1F52A U+1F52A,0,6,./generated_img_dataset/train_google/2033.png
😵😵😵,deep sigh,U+1F635 U+1F635 U+1F635,0,6,./generated_img_dataset/train_google/2034.png
🤔🤔,deep sigh,U+1F914 U+1F914,0,6,./generated_img_dataset/train_google/2035.png
🧐🤯,deep sigh,U+1F9D0 U+1F92F,0,6,./generated_img_dataset/train_google/2036.png
📖,deep sigh,U+1F4D6,0,6,./generated_img_dataset/train_google/2037.png
🕳️😋,deep sigh,U+1F573 U+FE0F U+1F60B,0,6,./generated_img_dataset/train_google/2039.png
😮‍💨,deep sigh,U+1F62E U+200D U+1F4A8,0,6,./generated_img_dataset/train_google/2040.png
🧐👩‍💻✏️,deep sigh,U+1F9D0 U+1F469 U+200D U+1F4BB U+270F U+FE0F,0,6,./generated_img_dataset/train_google/2041.png
😮‍💨,deep cut,U+1F62E U+200D U+1F4A8,0,6,./generated_img_dataset/train_google/2042.png
🧐👩‍💻✏️,deep cut,U+1F9D0 U+1F469 U+200D U+1F4BB U+270F U+FE0F,0,6,./generated_img_dataset/train_google/2043.png
😴😴😴,deep cut,U+1F634 U+1F634 U+1F634,0,6,./generated_img_dataset/train_google/2044.png
😵‍💫,deep cut,U+1F635 U+200D U+1F4AB,0,6,./generated_img_dataset/train_google/2046.png
😴😪🛌,deep cut,U+1F634 U+1F62A U+1F6CC,0,6,./generated_img_dataset/train_google/2047.png
😵,deep cut,U+1F635,0,6,./generated_img_dataset/train_google/2048.png
😭🌊,deep cut,U+1F62D U+1F30A,0,6,./generated_img_dataset/train_google/2049.png
📖,deep voice,U+1F4D6,0,6,./generated_img_dataset/train_google/2050.png
👃💨,deep voice,U+1F443 U+1F4A8,0,6,./generated_img_dataset/train_google/2051.png
🩸🤕,deep voice,U+1FA78 U+1F915,0,6,./generated_img_dataset/train_google/2052.png
🤕✂️,deep voice,U+1F915 U+2702 U+FE0F,0,6,./generated_img_dataset/train_google/2053.png
🧐👩‍💻✏️,deep voice,U+1F9D0 U+1F469 U+200D U+1F4BB U+270F U+FE0F,0,6,./generated_img_dataset/train_google/2054.png
🕳️👀,deep voice,U+1F573 U+FE0F U+1F440,0,6,./generated_img_dataset/train_google/2055.png
🤔🧐,deep voice,U+1F914 U+1F9D0,0,6,./generated_img_dataset/train_google/2056.png
😴😪🛌,deep voice,U+1F634 U+1F62A U+1F6CC,0,6,./generated_img_dataset/train_google/2057.png
⏬🧐🤓,deep emotion,U+23EC U+1F9D0 U+1F913,0,6,./generated_img_dataset/train_google/2058.png
😞😞,deep emotion,U+1F61E U+1F61E,0,6,./generated_img_dataset/train_google/2059.png
🤕✂️,deep emotion,U+1F915 U+2702 U+FE0F,0,6,./generated_img_dataset/train_google/2060.png
🤔🗣️,deep emotion,U+1F914 U+1F5E3 U+FE0F,0,6,./generated_img_dataset/train_google/2061.png
⏬🧐🤓,deep emotion,U+23EC U+1F9D0 U+1F913,0,6,./generated_img_dataset/train_google/2062.png
🧘‍♂️,deep emotion,U+1F9D8 U+200D U+2642 U+FE0F,0,6,./generated_img_dataset/train_google/2063.png
😵,deep emotion,U+1F635,0,6,./generated_img_dataset/train_google/2064.png
😮‍💨😥😕,deep emotion,U+1F62E U+200D U+1F4A8 U+1F625 U+1F615,0,6,./generated_img_dataset/train_google/2065.png
🗣️🔊🔽,deep concentration,U+1F5E3 U+FE0F U+1F50A U+1F53D,0,6,./generated_img_dataset/train_google/2066.png
😵‍💫😶,deep concentration,U+1F635 U+200D U+1F4AB U+1F636,0,6,./generated_img_dataset/train_google/2067.png
🔪🔪🔪,deep concentration,U+1F52A U+1F52A U+1F52A,0,6,./generated_img_dataset/train_google/2068.png
☝️🔪🩸🩸,deep concentration,U+261D U+FE0F U+1F52A U+1FA78 U+1FA78,0,6,./generated_img_dataset/train_google/2069.png
⏬😢😭,deep concentration,U+23EC U+1F622 U+1F62D,0,6,./generated_img_dataset/train_google/2070.png
🗣️,deep concentration,U+1F5E3 U+FE0F,0,6,./generated_img_dataset/train_google/2071.png
😮‍💨,deep concentration,U+1F62E U+200D U+1F4A8,0,6,./generated_img_dataset/train_google/2072.png
🕳️😋,deep concentration,U+1F573 U+FE0F U+1F60B,0,6,./generated_img_dataset/train_google/2073.png
🗣️🔊🔽,deep sleep,U+1F5E3 U+FE0F U+1F50A U+1F53D,0,6,./generated_img_dataset/train_google/2074.png
🧐👩‍💻✏️,deep sleep,U+1F9D0 U+1F469 U+200D U+1F4BB U+270F U+FE0F,0,6,./generated_img_dataset/train_google/2075.png
🔪🔪🔪,deep sleep,U+1F52A U+1F52A U+1F52A,0,6,./generated_img_dataset/train_google/2076.png
🩸😱😵🔪,deep sleep,U+1FA78 U+1F631 U+1F635 U+1F52A,0,6,./generated_img_dataset/train_google/2077.png
🩸😱😵🔪,deep sleep,U+1FA78 U+1F631 U+1F635 U+1F52A,0,6,./generated_img_dataset/train_google/2078.png
😤🌬️,deep sleep,U+1F624 U+1F32C U+FE0F,0,6,./generated_img_dataset/train_google/2079.png
😮‍💨😮‍💨,deep sleep,U+1F62E U+200D U+1F4A8 U+1F62E U+200D U+1F4A8,0,6,./generated_img_dataset/train_google/2080.png
📃📄🤓😵‍💫,deep sleep,U+1F4C3 U+1F4C4 U+1F913 U+1F635 U+200D U+1F4AB,0,6,./generated_img_dataset/train_google/2081.png
🤔🤔,deep breath,U+1F914 U+1F914,0,6,./generated_img_dataset/train_google/2082.png
🩸🤕,deep breath,U+1FA78 U+1F915,0,6,./generated_img_dataset/train_google/2083.png
🕳️😮‍💨,deep breath,U+1F573 U+FE0F U+1F62E U+200D U+1F4A8,0,6,./generated_img_dataset/train_google/2084.png
🤕✂️,deep breath,U+1F915 U+2702 U+FE0F,0,6,./generated_img_dataset/train_google/2085.png
😵‍💫😶,deep breath,U+1F635 U+200D U+1F4AB U+1F636,0,6,./generated_img_dataset/train_google/2086.png
🕳️✂️,deep breath,U+1F573 U+FE0F U+2702 U+FE0F,0,6,./generated_img_dataset/train_google/2087.png
🗣️👨‍🦳,deep breath,U+1F5E3 U+FE0F U+1F468 U+200D U+1F9B3,0,6,./generated_img_dataset/train_google/2088.png
😴😪🛌,deep breath,U+1F634 U+1F62A U+1F6CC,0,6,./generated_img_dataset/train_google/2089.png
❄️💨,cool drink,U+2744 U+FE0F U+1F4A8,0,6,./generated_img_dataset/train_google/2090.png
🧊🏤,cool drink,U+1F9CA U+1F3E4,0,6,./generated_img_dataset/train_google/2091.png
😐👋,cool drink,U+1F610 U+1F44B,0,6,./generated_img_dataset/train_google/2092.png
🤜🤛🤝,cool drink,U+1F91C U+1F91B U+1F91D,0,6,./generated_img_dataset/train_google/2093.png
💨👬,cool drink,U+1F4A8 U+1F46C,0,6,./generated_img_dataset/train_google/2094.png
😐👋,cool drink,U+1F610 U+1F44B,0,6,./generated_img_dataset/train_google/2095.png
🌡️🥶🏠,cool drink,U+1F321 U+FE0F U+1F976 U+1F3E0,0,6,./generated_img_dataset/train_google/2096.png
💨👬,cool drink,U+1F4A8 U+1F46C,0,6,./generated_img_dataset/train_google/2097.png
🆒🍃,cool relation,U+1F192 U+1F343,0,6,./generated_img_dataset/train_google/2098.png
❄️💨,cool relation,U+2744 U+FE0F U+1F4A8,0,6,./generated_img_dataset/train_google/2099.png
💨🛌,cool relation,U+1F4A8 U+1F6CC,0,6,./generated_img_dataset/train_google/2100.png
🧊🍹🍺,cool relation,U+1F9CA U+1F379 U+1F37A,0,6,./generated_img_dataset/train_google/2101.png
🧊🏠,cool relation,U+1F9CA U+1F3E0,0,6,./generated_img_dataset/train_google/2102.png
💨👩🖥️,cool relation,U+1F4A8 U+1F469 U+1F5A5 U+FE0F,0,6,./generated_img_dataset/train_google/2103.png
🧊🍾,cool relation,U+1F9CA U+1F37E,0,6,./generated_img_dataset/train_google/2104.png
🧊🏠,cool relation,U+1F9CA U+1F3E0,0,6,./generated_img_dataset/train_google/2105.png
💨👬,cool reception,U+1F4A8 U+1F46C,0,6,./generated_img_dataset/train_google/2106.png
🧊🏠,cool reception,U+1F9CA U+1F3E0,0,6,./generated_img_dataset/train_google/2107.png
❄️💨,cool reception,U+2744 U+FE0F U+1F4A8,0,6,./generated_img_dataset/train_google/2108.png
🧊🏠,cool reception,U+1F9CA U+1F3E0,0,6,./generated_img_dataset/train_google/2109.png
🆒👫,cool reception,U+1F192 U+1F46B,0,6,./generated_img_dataset/train_google/2110.png
❄️💨,cool reception,U+2744 U+FE0F U+1F4A8,0,6,./generated_img_dataset/train_google/2111.png
🧊🌬️💨,cool reception,U+1F9CA U+1F32C U+FE0F U+1F4A8,0,6,./generated_img_dataset/train_google/2112.png
🌡️🥶🏠,cool reception,U+1F321 U+FE0F U+1F976 U+1F3E0,0,6,./generated_img_dataset/train_google/2113.png
🆒🧑‍🤝‍🧑,cool room,U+1F192 U+1F9D1 U+200D U+1F91D U+200D U+1F9D1,0,6,./generated_img_dataset/train_google/2114.png
💨👩🖥️,cool room,U+1F4A8 U+1F469 U+1F5A5 U+FE0F,0,6,./generated_img_dataset/train_google/2115.png
🆒🏨🛎️☎️,cool room,U+1F192 U+1F3E8 U+1F6CE U+FE0F U+260E U+FE0F,0,6,./generated_img_dataset/train_google/2116.png
🧍‍♀️🎙️☎️,cool room,U+1F9CD U+200D U+2640 U+FE0F U+1F399 U+FE0F U+260E U+FE0F,0,6,./generated_img_dataset/train_google/2117.png
🆒🥤,cool room,U+1F192 U+1F964,0,6,./generated_img_dataset/train_google/2118.png
🆒👫,cool room,U+1F192 U+1F46B,0,6,./generated_img_dataset/train_google/2119.png
💨👬,cool room,U+1F4A8 U+1F46C,0,6,./generated_img_dataset/train_google/2120.png
💨🥤,cool room,U+1F4A8 U+1F964,0,6,./generated_img_dataset/train_google/2121.png
🤜🤛🤝,cool breeze,U+1F91C U+1F91B U+1F91D,0,6,./generated_img_dataset/train_google/2122.png
🆒🏠,cool breeze,U+1F192 U+1F3E0,0,6,./generated_img_dataset/train_google/2123.png
😐👋,cool breeze,U+1F610 U+1F44B,0,6,./generated_img_dataset/train_google/2124.png
😐👋,cool breeze,U+1F610 U+1F44B,0,6,./generated_img_dataset/train_google/2125.png
🆒🛋️,cool breeze,U+1F192 U+1F6CB U+FE0F,0,6,./generated_img_dataset/train_google/2126.png
🧍‍♀️🎙️☎️,cool breeze,U+1F9CD U+200D U+2640 U+FE0F U+1F399 U+FE0F U+260E U+FE0F,0,6,./generated_img_dataset/train_google/2127.png
🆒💁,cool breeze,U+1F192 U+1F481,0,6,./generated_img_dataset/train_google/2128.png
🧊🧍‍♂️🧍‍♀️,cool breeze,U+1F9CA U+1F9CD U+200D U+2642 U+FE0F U+1F9CD U+200D U+2640 U+FE0F,0,6,./generated_img_dataset/train_google/2129.png
🤷🚈📋,inadequate income,U+1F937 U+1F688 U+1F4CB,0,6,./generated_img_dataset/train_google/2130.png
🤵🤵‍♂️❌,inadequate income,U+1F935 U+1F935 U+200D U+2642 U+FE0F U+274C,0,6,./generated_img_dataset/train_google/2131.png
❌🧑‍🏫,inadequate income,U+274C U+1F9D1 U+200D U+1F3EB,0,6,./generated_img_dataset/train_google/2132.png
❌💁,inadequate income,U+274C U+1F481,0,6,./generated_img_dataset/train_google/2133.png
🔻👩‍💼👨‍💼,inadequate income,U+1F53B U+1F469 U+200D U+1F4BC U+1F468 U+200D U+1F4BC,0,6,./generated_img_dataset/train_google/2134.png
⚠️🏃‍♀️💪🏋️,inadequate income,U+26A0 U+FE0F U+1F3C3 U+200D U+2640 U+FE0F U+1F4AA U+1F3CB U+FE0F,0,6,./generated_img_dataset/train_google/2135.png
❌🤵,inadequate income,U+274C U+1F935,0,6,./generated_img_dataset/train_google/2136.png
❌🧑‍🏫,inadequate income,U+274C U+1F9D1 U+200D U+1F3EB,0,6,./generated_img_dataset/train_google/2137.png
⚠️🧑‍🏫👩‍🏫👨‍🏫,inadequate training,U+26A0 U+FE0F U+1F9D1 U+200D U+1F3EB U+1F469 U+200D U+1F3EB U+1F468 U+200D U+1F3EB,0,6,./generated_img_dataset/train_google/2138.png
😞💰,inadequate training,U+1F61E U+1F4B0,0,6,./generated_img_dataset/train_google/2139.png
⚠️🧑‍🏫👩‍🏫👨‍🏫,inadequate training,U+26A0 U+FE0F U+1F9D1 U+200D U+1F3EB U+1F469 U+200D U+1F3EB U+1F468 U+200D U+1F3EB,0,6,./generated_img_dataset/train_google/2140.png
🤏👬🧑‍🤝‍🧑,inadequate training,U+1F90F U+1F46C U+1F9D1 U+200D U+1F91D U+200D U+1F9D1,0,6,./generated_img_dataset/train_google/2141.png
🔻👩‍💼👨‍💼,inadequate training,U+1F53B U+1F469 U+200D U+1F4BC U+1F468 U+200D U+1F4BC,0,6,./generated_img_dataset/train_google/2142.png
❌💰👛,inadequate training,U+274C U+1F4B0 U+1F45B,0,6,./generated_img_dataset/train_google/2143.png
🤞💵,inadequate training,U+1F91E U+1F4B5,0,6,./generated_img_dataset/train_google/2144.png
🤷💸🏘️,inadequate training,U+1F937 U+1F4B8 U+1F3D8 U+FE0F,0,6,./generated_img_dataset/train_google/2145.png
❌🧑‍🏫,inadequate staff,U+274C U+1F9D1 U+200D U+1F3EB,0,6,./generated_img_dataset/train_google/2146.png
👎🏋️‍♀️,inadequate staff,U+1F44E U+1F3CB U+FE0F U+200D U+2640 U+FE0F,0,6,./generated_img_dataset/train_google/2147.png
👎🏋️‍♀️,inadequate staff,U+1F44E U+1F3CB U+FE0F U+200D U+2640 U+FE0F,0,6,./generated_img_dataset/train_google/2148.png
📉💰,inadequate staff,U+1F4C9 U+1F4B0,0,6,./generated_img_dataset/train_google/2149.png
🤞💵,inadequate staff,U+1F91E U+1F4B5,0,6,./generated_img_dataset/train_google/2150.png
🤷💸🏘️,inadequate staff,U+1F937 U+1F4B8 U+1F3D8 U+FE0F,0,6,./generated_img_dataset/train_google/2151.png
